0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
-nan -nan
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
-nan -nan
2.46821 0.3
0.58852 0.58829
0.300247 0.609556
0.301744 0.3
2.4741 0.3
2.46821 0.3
0.58852 0.58829
0.300247 0.609556
0.301744 0.3
2.4741 0.3
0.3 2.46943
0.3 0.594647
0.3 0.3
2.5056 0.316314
2.45501 2.48547
0.3 2.5011
0.3 0.592863
0.3 0.3
2.4972 0.31625
2.45645 2.48693
0.3 2.47293
0.3 0.585306
0.3 0.3
2.50463 0.316271
2.44241 2.47264
0.3 2.48105
0.3 0.595393
0.3 0.3
2.49257 0.31618
2.46198 2.49248
0.3 2.48226
0.3 0.58727
0.3 0.3
2.49342 0.316109
2.45278 2.48301
0.3 2.47047
0.3 0.598103
0.3 0.3
2.4949 0.31612
2.45011 2.4803
0.3 2.48075
0.3 0.60208
0.3 0.3
2.50003 0.316093
2.45847 2.48865
0.3 2.48635
0.3 0.596564
0.3 0.3
2.50214 0.316108
2.45265 2.48275
0.3 2.48081
0.3 0.650887
0.3 0.347114
2.48653 0.365562
2.42398 2.50393
0.3 2.44706
0.3 0.658077
0.3 0.347161
2.51238 0.365758
2.36429 2.44337
0.3 2.47391
0.3 0.733481
0.3 0.429399
2.51007 0.448028
2.32226 2.48368
0.3 2.45119
0.3 0.734585
0.3 0.429369
2.49085 0.447882
2.28214 2.44297
0.3 2.47739
0.3 0.806923
0.3 0.512159
2.50257 0.530759
2.24038 2.48396
0.3 2.43392
0.3 0.796084
0.3 0.512231
2.50504 0.530778
2.20755 2.45066
0.3 2.49166
0.3 0.898725
0.3 0.593821
2.50136 0.612141
2.1698 2.49427
0.3 2.43664
0.3 0.885882
0.3 0.593705
2.51051 0.61221
2.13149 2.4554
0.3 2.48866
0.3 0.980614
0.3 0.675158
2.48985 0.69354
2.07568 2.48082
0.3 2.45328
0.3 0.972257
0.3 0.675188
2.5138 0.693721
2.03776 2.44236
0.3 2.48587
0.3 1.06033
0.3 0.758002
2.50025 0.7764
1.99789 2.48529
0.3 2.43732
0.3 1.04883
0.3 0.757937
2.49913 0.776392
0.858748 1.32969
0.3 2.47126
0.3 1.14139
0.3 0.840006
2.48489 0.85817
0.81463 1.36747
0.3 2.4367
0.3 1.13522
0.3 0.839961
1.60662 0.85157
0.757987 1.31001
0.3 2.4862
0.3 1.2135
0.3 0.921215
1.58701 0.932697
0.748005 1.38173
0.3 2.45168
0.3 1.22199
0.3 0.921215
1.5798 0.932642
0.714864 1.34811
0.3 2.48539
0.3 1.28812
0.3 1.00365
1.5656 1.01515
0.68944 1.40547
0.3 2.44194
0.3 1.29596
0.3 1.00373
1.59332 1.01536
0.690876 1.40693
0.3 2.49638
0.3 1.3794
0.3 1.08607
1.65179 1.09821
0.677311 1.4761
0.3 2.44463
0.3 1.37931
0.3 1.08601
2.51343 1.10481
0.677538 1.47634
0.3 2.48133
0.3 1.4552
0.3 1.16738
2.13443 1.18315
1.59771 2.49173
0.3 2.46256
0.3 1.45778
0.3 1.16733
2.08619 1.18278
1.56184 2.45535
0.3 2.51901
0.3 1.54763
0.3 1.2497
2.08655 1.26519
1.52881 2.50487
0.3 2.43061
0.3 1.54591
0.3 1.24974
2.08811 1.2652
1.469 2.44417
0.3 2.46879
0.3 1.62268
0.3 1.33188
2.08164 1.34738
1.43472 2.4922
0.3 2.44052
0.3 1.63156
0.3 1.33183
0.724792 1.33695
1.3772 2.43384
0.3 2.48452
0.3 1.69716
0.3 1.41331
0.688386 1.41817
1.34669 2.48501
0.3 2.46895
0.3 1.71835
0.3 1.41321
0.66442 1.41799
1.31421 2.45205
0.3 2.48145
0.3 1.74909
0.3 1.45527
0.667827 1.45574
1.31488 2.48027
0.3 2.4756
0.3 1.76009
0.3 1.45527
0.692937 1.45577
1.33207 2.4975
0.337906 2.47605
0.3 1.78869
0.3 1.49036
0.665868 1.45849
1.4016 2.48686
0.337309 2.46362
0.3 1.82131
0.3 1.49045
0.683392 1.45767
1.43264 2.51507
0.395823 2.46986
0.3 1.85732
0.3 1.52762
0.67552 1.45347
1.52786 2.48977
0.395498 2.46692
0.3 1.86996
0.3 1.52802
0.674471 1.45359
1.56419 2.51889
0.45897 2.46818
0.3 1.94622
0.3 1.56593
0.661169 1.45106
1.68868 2.49794
0.460529 2.47717
0.3 1.96691
0.3 1.56829
0.665246 1.45036
1.71448 2.51613
0.528067 2.48617
0.3 2.04972
0.3 1.61047
0.674387 1.44534
1.84963 2.48708
0.529531 2.49231
0.3 2.07267
0.3 1.60907
0.684131 1.44303
1.90557 2.5215
0.585754 2.46637
0.3 2.15709
0.3 1.64866
0.673469 1.44378
2.03532 2.47597
0.586867 2.47002
0.3 2.18535
0.3 1.65313
0.676764 1.44278
2.1284 2.52559
0.651915 2.48461
0.3 2.29004
0.3 1.6967
0.684674 1.4366
2.32044 2.49107
0.647355 2.47243
0.3 2.3506
0.3 1.69526
0.695837 1.43243
2.4353 2.5434
0.709383 2.47375
0.3 2.46017
0.3 1.73924
0.665401 1.43946
2.50285 2.43073
0.717673 2.49227
0.3 2.46105
0.3 1.73783
0.667303 1.43861
2.46844 2.41759
0.661715 2.25216
0.3 2.4789
0.3 1.78898
0.67728 1.42827
2.49725 2.29076
0.646086 2.22234
0.3 2.47262
0.3 1.80123
0.697091 1.41791
2.45824 2.27857
0.66943 2.17271
0.3 2.48922
0.3 1.84515
0.672459 1.42649
2.47424 2.15221
0.662962 2.16204
0.3 2.47542
0.3 1.85475
0.680855 1.42141
2.47699 2.15289
0.69877 2.14534
0.3 2.48228
0.3 1.90279
0.689936 1.41162
2.48914 2.03209
0.69205 2.13566
0.3 2.46858
0.3 1.90077
0.687933 1.41301
2.49376 2.03293
0.734192 2.13512
0.3 2.4836
0.3 1.96696
0.695192 1.40133
2.47836 1.91194
0.710022 2.10458
0.3 2.46228
0.3 1.97205
2.39714 0.3
2.46857 1.9108
0.750998 2.10336
