64333.5 0.0016933
64333.6 -0.00143786
64333.7 -2.1054e-05
64333.8 -1.17392e-05
64333.9 0.815418
64334 0.829602
64334.1 0.821105
64334.2 0.808461
64334.3 0.822514
64334.4 0.826908
64334.5 0.813453
64334.6 0.818087
64334.7 0.830017
64334.8 0.816822
64334.9 0.8152
64335 0.828972
64335.1 0.815011
64335.2 0.820763
64335.3 0.219007
64335.4 0.20187
64335.5 0.188141
64335.6 0.199053
64335.7 0.213666
64335.8 0.217718
64335.9 0.204472
64336 0.191058
64336.1 0.198815
64336.2 0.212825
64336.3 0.216811
64336.4 0.202777
64336.5 0.189309
64336.6 0.203072
64336.7 0.217201
64336.8 0.209466
64336.9 0.196191
64337 0.198563
64337.1 0.213064
64337.2 0.211269
64337.3 0.197927
64337.4 0.198558
64337.5 0.21263
64337.6 0.209708
64337.7 0.196147
64337.8 0.202902
64337.9 0.216761
64338 0.203181
64338.1 0.19752
64338.2 0.211815
64338.3 0.206502
64338.4 0.196083
64338.5 0.210318
64338.6 0.205942
64338.7 0.197574
64338.8 0.211888
64338.9 0.202505
64339 0.204105
64339.1 0.818873
64339.2 0.833272
64339.3 0.823775
64339.4 0.807046
64339.5 0.820228
64339.6 0.82835
64339.7 0.814424
64339.8 0.817644
64339.9 0.827659
64340 0.814807
64340.1 0.207202
64340.2 0.206752
64340.3 0.215828
64340.4 0.207474
64340.5 0.205828
64340.6 0.20671
64340.7 0.194399
64340.8 0.204801
64340.9 0.212551
64341 0.193813
64341.1 0.215293
64341.2 0.204681
64341.3 0.204963
64341.4 0.205064
64341.5 0.204996
64341.6 0.205018
64341.7 0.204903
64341.8 0.204922
64341.9 0.205098
64342 0.204909
64342.1 0.204909
64342.2 0.205028
64342.3 0.204953
64342.4 0.205122
64342.5 0.204951
64342.6 0.204959
64342.7 0.205041
64342.8 0.204973
64342.9 0.205001
64343 0.204865
64343.1 0.205067
64343.2 0.204948
64343.3 0.205013
64343.4 0.205016
64343.5 0.205012
64343.6 0.205149
64343.7 0.20497
64343.8 0.204899
64343.9 0.204943
64344 0.204702
64344.1 0.204973
64344.2 0.205057
64344.3 0.203151
64344.4 0.207497
64344.5 0.20113
64344.6 0.206905
